trait,year,mother,line,replicate,value
seed_yield,2022,M2,LI12,2,2.871
oil_content,2022,M2,LI12,2,45.0
seed_weight_1000,2022,M2,LI12,2,79.1
seed_yield,2022,M2,LI12,3,4.061479591836735
oil_content,2022,M2,LI12,3,46.6
seed_weight_1000,2022,M2,LI12,3,76.3
seed_yield,2022,M2,LI13,1,2.878989795918367
oil_content,2022,M2,LI13,1,44.7
seed_weight_1000,2022,M2,LI13,1,56.5
seed_yield,2022,M2,LI13,2,3.81645918367347
oil_content,2022,M2,LI13,2,48.6
seed_weight_1000,2022,M2,LI13,2,67.8
seed_yield,2022,M2,LI13,3,4.354438775510205
oil_content,2022,M2,LI13,3,55.0
seed_weight_1000,2022,M2,LI13,3,59.0
seed_yield,2022,M2,LI14,1,2.516785714285714
oil_content,2022,M2,LI14,1,48.9
seed_weight_1000,2022,M2,LI14,1,72.5
seed_yield,2022,M2,LI14,2,2.591357142857143
oil_content,2022,M2,LI14,2,48.2
seed_weight_1000,2022,M2,LI14,2,64.6
seed_yield,2022,M2,LI14,3,2.679244897959184
oil_content,2022,M2,LI14,3,48.2
seed_weight_1000,2022,M2,LI14,3,69.0
seed_yield,2022,M2,LI15,1,2.916275510204082
oil_content,2022,M2,LI15,1,46.6
seed_weight_1000,2022,M2,LI15,1,75.8
seed_yield,2022,M2,LI15,2,4.146704081632653
oil_content,2022,M2,LI15,2,47.5
seed_weight_1000,2022,M2,LI15,2,73.19999999999999
seed_yield,2022,M2,LI15,3,2.985520408163266
oil_content,2022,M2,LI15,3,48.1
seed_weight_1000,2022,M2,LI15,3,70.3
seed_yield,2022,M2,LI16,1,3.331744897959183
oil_content,2022,M2,LI16,1,48.8
seed_weight_1000,2022,M2,LI16,1,60.6
seed_yield,2022,M2,LI16,2,3.041448979591836
oil_content,2022,M2,LI16,2,48.3
seed_weight_1000,2022,M2,LI16,2,66.7
seed_yield,2022,M2,LI16,3,4.490265306122449
oil_content,2022,M2,LI16,3,49.8
seed_weight_1000,2022,M2,LI16,3,65.6
seed_yield,2022,M2,LI17,1,4.921714285714286
oil_content,2022,M2,LI17,1,50.8
seed_weight_1000,2022,M2,LI17,1,58.0
seed_yield,2022,M2,LI17,2,3.528826530612245
oil_content,2022,M2,LI17,2,50.8
seed_weight_1000,2022,M2,LI17,2,59.40000000000001
seed_yield,2022,M2,LI17,3,3.654000000000001
oil_content,2022,M2,LI17,3,51.7
seed_weight_1000,2022,M2,LI17,3,53.9
seed_yield,2022,M2,LI18,1,4.112081632653062
oil_content,2022,M2,LI18,1,49.4
seed_weight_1000,2022,M2,LI18,1,56.90000000000001
seed_yield,2022,M2,LI18,2,3.701938775510204
oil_content,2022,M2,LI18,2,49.5
seed_weight_1000,2022,M2,LI18,2,62.1
seed_yield,2022,M2,LI18,3,4.634081632653061
oil_content,2022,M2,LI18,3,51.1
seed_weight_1000,2022,M2,LI18,3,60.3
seed_yield,2022,M2,LI19,1,3.781836734693877
oil_content,2022,M2,LI19,1,50.3
seed_weight_1000,2022,M2,LI19,1,57.0
seed_yield,2022,M2,LI19,2,3.387673469387756
oil_content,2022,M2,LI19,2,51.6
seed_weight_1000,2022,M2,LI19,2,59.3
seed_yield,2022,M2,LI19,3,3.217224489795919
oil_content,2022,M2,LI19,3,51.7
seed_weight_1000,2022,M2,LI19,3,53.1
seed_yield,2022,M2,LI20,1,3.603397959183674
oil_content,2022,M2,LI20,1,50.0
seed_weight_1000,2022,M2,LI20,1,54.90000000000001
seed_yield,2022,M2,LI20,2,4.050826530612245
oil_content,2022,M2,LI20,2,49.6
seed_weight_1000,2022,M2,LI20,2,51.5
seed_yield,2022,M2,LI20,3,3.0015
oil_content,2022,M2,LI20,3,50.2
seed_weight_1000,2022,M2,LI20,3,53.9
seed_yield,2022,M2,LI21,1,2.969540816326531
oil_content,2022,M2,LI21,1,49.3
seed_weight_1000,2022,M2,LI21,1,64.3
seed_yield,2022,M2,LI21,2,3.499530612244898
oil_content,2022,M2,LI21,2,49.0
seed_weight_1000,2022,M2,LI21,2,74.1
seed_yield,2022,M2,LI21,3,3.768520408163266
oil_content,2022,M2,LI21,3,47.9
seed_weight_1000,2022,M2,LI21,3,75.1
seed_yield,2022,M2,LI22,1,3.307775510204082
oil_content,2022,M2,LI22,1,45.0
seed_weight_1000,2022,M2,LI22,1,75.1
seed_yield,2022,M2,LI22,2,3.155969387755103
oil_content,2022,M2,LI22,2,46.7
seed_weight_1000,2022,M2,LI22,2,69.6
seed_yield,2022,M2,LI22,3,3.616714285714286
oil_content,2022,M2,LI22,3,46.3
seed_weight_1000,2022,M2,LI22,3,71.5
seed_yield,2022,M2,LI23,1,4.437
oil_content,2022,M2,LI23,1,48.4
seed_weight_1000,2022,M2,LI23,1,71.9
seed_yield,2022,M2,LI23,2,2.841704081632653
oil_content,2022,M2,LI23,2,46.8
seed_weight_1000,2022,M2,LI23,2,73.6
seed_yield,2022,M2,LI23,3,4.346448979591838
oil_content,2022,M2,LI23,3,49.9
seed_weight_1000,2022,M2,LI23,3,67.9
seed_yield,2022,M2,LI24,1,3.116020408163265
oil_content,2022,M2,LI24,1,48.6
seed_weight_1000,2022,M2,LI24,1,54.3
seed_yield,2022,M2,LI24,2,2.894969387755102
oil_content,2022,M2,LI24,2,48.0
seed_weight_1000,2022,M2,LI24,2,64.5
seed_yield,2022,M2,LI24,3,3.046775510204081
oil_content,2022,M2,LI24,3,49.5
seed_weight_1000,2022,M2,LI24,3,58.0
seed_yield,2022,M2,LI25,1,5.373137755102041
oil_content,2022,M2,LI25,1,48.3
seed_weight_1000,2022,M2,LI25,1,76.9
seed_yield,2022,M2,LI25,2,3.989571428571429
oil_content,2022,M2,LI25,2,46.1
seed_weight_1000,2022,M2,LI25,2,71.8
seed_yield,2022,M2,LI25,3,2.956224489795919
oil_content,2022,M2,LI25,3,45.2
seed_weight_1000,2022,M2,LI25,3,78.30000000000001
seed_yield,2022,M2,LI27,1,5.140102040816327
oil_content,2022,M2,LI27,1,47.1
seed_weight_1000,2022,M2,LI27,1,62.9
seed_yield,2022,M2,LI27,2,3.451591836734694
oil_content,2022,M2,LI27,2,46.8
seed_weight_1000,2022,M2,LI27,2,62.2
seed_yield,2022,M2,LI27,3,3.598071428571429
oil_content,2022,M2,LI27,3,48.2
seed_weight_1000,2022,M2,LI27,3,65.9
seed_yield,2022,M2,LI28,1,3.313102040816327
oil_content,2022,M2,LI28,1,45.7
seed_weight_1000,2022,M2,LI28,1,73.5
seed_yield,2022,M2,LI28,2,3.725908163265307
oil_content,2022,M2,LI28,2,51.3
seed_weight_1000,2022,M2,LI28,2,76.1
seed_yield,2022,M2,LI28,3,4.085448979591837
oil_content,2022,M2,LI28,3,47.8
seed_weight_1000,2022,M2,LI28,3,74.80000000000001
seed_yield,2022,M2,LI29,1,1.83765306122449
oil_content,2022,M2,LI29,1,38.5
seed_weight_1000,2022,M2,LI29,1,88.30000000000001
seed_yield,2022,M2,LI29,2,3.582091836734694
oil_content,2022,M2,LI29,2,39.0
seed_weight_1000,2022,M2,LI29,2,92.3
seed_yield,2022,M2,LI29,3,2.586030612244898
oil_content,2022,M2,LI29,3,39.9
seed_weight_1000,2022,M2,LI29,3,89.3
seed_yield,2022,M2,LI30,1,4.237255102040817
oil_content,2022,M2,LI30,1,38.5
seed_weight_1000,2022,M2,LI30,1,93.0
seed_yield,2022,M2,LI30,2,3.2625
oil_content,2022,M2,LI30,2,37.5
seed_weight_1000,2022,M2,LI30,2,95.1
seed_yield,2022,M2,LI30,3,3.014816326530612
oil_content,2022,M2,LI30,3,37.8
seed_weight_1000,2022,M2,LI30,3,103.9
seed_yield,2022,M2,LI31,1,3.808469387755102
oil_content,2022,M2,LI31,1,49.5
seed_weight_1000,2022,M2,LI31,1,61.8
seed_yield,2022,M2,LI31,2,2.77245918367347
oil_content,2022,M2,LI31,2,46.4
seed_weight_1000,2022,M2,LI31,2,76.2
seed_yield,2022,M2,LI31,3,3.299785714285715
oil_content,2022,M2,LI31,3,48.7
seed_weight_1000,2022,M2,LI31,3,62.3
seed_yield,2022,M2,LI32,1,2.474173469387756
oil_content,2022,M2,LI32,1,50.9
seed_weight_1000,2022,M2,LI32,1,59.2
seed_yield,2022,M2,LI32,2,2.460857142857143
oil_content,2022,M2,LI32,2,45.2
seed_weight_1000,2022,M2,LI32,2,82.1
seed_yield,2022,M2,LI32,3,3.078734693877551
oil_content,2022,M2,LI32,3,51.3
seed_weight_1000,2022,M2,LI32,3,60.5
seed_yield,2022,M2,LI33,1,3.566112244897959
oil_content,2022,M2,LI33,1,48.0
seed_weight_1000,2022,M2,LI33,1,72.30000000000001
seed_yield,2022,M2,LI33,2,4.29584693877551
oil_content,2022,M2,LI33,2,46.1
seed_weight_1000,2022,M2,LI33,2,75.69999999999999
seed_yield,2022,M2,LI33,3,3.997561224489796
oil_content,2022,M2,LI33,3,48.7
seed_weight_1000,2022,M2,LI33,3,69.8
seed_yield,2022,M2,LI34,1,3.278479591836735
oil_content,2022,M2,LI34,1,47.2
seed_weight_1000,2022,M2,LI34,1,71.5
seed_yield,2022,M2,LI34,2,2.303724489795918
oil_content,2022,M2,LI34,2,45.1
seed_weight_1000,2022,M2,LI34,2,73.5
seed_yield,2022,M2,LI34,3,2.402265306122449
oil_content,2022,M2,LI34,3,49.5
seed_weight_1000,2022,M2,LI34,3,63.90000000000001
seed_yield,2022,M2,LI35,1,2.801755102040816
oil_content,2022,M2,LI35,1,47.8
seed_weight_1000,2022,M2,LI35,1,55.8
seed_yield,2022,M2,LI35,2,2.807081632653062
oil_content,2022,M2,LI35,2,44.7
seed_weight_1000,2022,M2,LI35,2,64.5
seed_yield,2022,M2,LI35,3,3.291795918367347
oil_content,2022,M2,LI35,3,49.5
seed_weight_1000,2022,M2,LI35,3,64.1
seed_yield,2022,M2,LI36,1,2.396938775510205
oil_content,2022,M2,LI36,1,44.8
seed_weight_1000,2022,M2,LI36,1,75.0
seed_yield,2022,M2,LI36,2,1.480775510204082
oil_content,2022,M2,LI36,2,44.8
seed_weight_1000,2022,M2,LI36,2,82.7
seed_yield,2022,M2,LI36,3,2.034734693877551
oil_content,2022,M2,LI36,3,47.1
seed_weight_1000,2022,M2,LI36,3,70.2
seed_yield,2022,M2,LI37,1,3.227877551020408
oil_content,2022,M2,LI37,1,48.5
seed_weight_1000,2022,M2,LI37,1,52.9
seed_yield,2022,M2,LI37,2,3.907010204081633
oil_content,2022,M2,LI37,2,44.4
seed_weight_1000,2022,M2,LI37,2,61.6
seed_yield,2022,M2,LI37,3,3.970928571428572
oil_content,2022,M2,LI37,3,47.2
seed_weight_1000,2022,M2,LI37,3,54.1
seed_yield,2022,M2,LI38,1,4.210622448979591
oil_content,2022,M2,LI38,1,50.0
seed_weight_1000,2022,M2,LI38,1,55.3
seed_yield,2022,M2,LI38,2,2.428897959183674
oil_content,2022,M2,LI38,2,49.3
seed_weight_1000,2022,M2,LI38,2,55.8
seed_yield,2022,M2,LI38,3,3.052102040816326
oil_content,2022,M2,LI38,3,47.2
seed_weight_1000,2022,M2,LI38,3,63.6
seed_yield,2022,M2,LI39,1,3.984244897959184
oil_content,2022,M2,LI39,1,48.6
seed_weight_1000,2022,M2,LI39,1,66.5
seed_yield,2022,M2,LI39,2,2.471510204081633
oil_content,2022,M2,LI39,2,46.4
seed_weight_1000,2022,M2,LI39,2,72.6
seed_yield,2022,M2,LI39,3,3.29445918367347
oil_content,2022,M2,LI39,3,47.9
seed_weight_1000,2022,M2,LI39,3,71.19999999999999
seed_yield,2022,M2,LI40,1,3.438275510204082
oil_content,2022,M2,LI40,1,51.5
seed_weight_1000,2022,M2,LI40,1,54.0
seed_yield,2022,M2,LI40,2,2.924265306122449
oil_content,2022,M2,LI40,2,48.0
seed_weight_1000,2022,M2,LI40,2,60.2
seed_yield,2022,M2,LI40,3,3.27315306122449
oil_content,2022,M2,LI40,3,48.1
seed_weight_1000,2022,M2,LI40,3,54.7
seed_yield,2022,M2,LI41,1,4.109418367346938
oil_content,2022,M2,LI41,1,50.7
seed_weight_1000,2022,M2,LI41,1,57.2
seed_yield,2022,M2,LI41,2,4.03484693877551
oil_content,2022,M2,LI41,2,48.7
seed_weight_1000,2022,M2,LI41,2,62.1
seed_yield,2022,M2,LI41,3,3.137326530612245
oil_content,2022,M2,LI41,3,50.8
seed_weight_1000,2022,M2,LI41,3,57.5
seed_yield,2022,M2,LI42,1,2.796428571428572
oil_content,2022,M2,LI42,1,49.3
seed_weight_1000,2022,M2,LI42,1,51.2
seed_yield,2022,M2,LI42,2,3.683295918367347
oil_content,2022,M2,LI42,2,48.9
seed_weight_1000,2022,M2,LI42,2,54.7
seed_yield,2022,M2,LI42,3,3.7845
oil_content,2022,M2,LI42,3,49.2
seed_weight_1000,2022,M2,LI42,3,50.3
seed_yield,2022,M2,LI43,1,3.198581632653062
oil_content,2022,M2,LI43,1,47.7
seed_weight_1000,2022,M2,LI43,1,56.2
seed_yield,2022,M2,LI43,2,3.507520408163265
oil_content,2022,M2,LI43,2,46.7
seed_weight_1000,2022,M2,LI43,2,60.0
seed_yield,2022,M2,LI43,3,3.664653061224489
oil_content,2022,M2,LI43,3,49.5
seed_weight_1000,2022,M2,LI43,3,50.7
seed_yield,2022,M2,LI44,1,3.717918367346938
oil_content,2022,M2,LI44,1,48.4
seed_weight_1000,2022,M2,LI44,1,51.1
seed_yield,2022,M2,LI44,2,2.436887755102041
oil_content,2022,M2,LI44,2,48.3
seed_weight_1000,2022,M2,LI44,2,50.0
seed_yield,2022,M2,LI44,3,2.39161224489796
oil_content,2022,M2,LI44,3,48.9
seed_weight_1000,2022,M2,LI44,3,52.8
seed_yield,2022,M2,LI45,1,3.638020408163265
oil_content,2022,M2,LI45,1,51.8
seed_weight_1000,2022,M2,LI45,1,60.7
seed_yield,2022,M2,LI45,2,3.257173469387756
oil_content,2022,M2,LI45,2,49.6
seed_weight_1000,2022,M2,LI45,2,72.5
seed_yield,2022,M2,LI45,3,3.723244897959183
oil_content,2022,M2,LI45,3,51.4
seed_weight_1000,2022,M2,LI45,3,69.0
seed_yield,2022,M2,LI46,1,2.72984693877551
oil_content,2022,M2,LI46,1,49.7
seed_weight_1000,2022,M2,LI46,1,65.1
seed_yield,2022,M2,LI46,2,3.062755102040816
oil_content,2022,M2,LI46,2,49.4
seed_weight_1000,2022,M2,LI46,2,68.6
seed_yield,2022,M2,LI46,3,3.265163265306122
oil_content,2022,M2,LI46,3,50.5
seed_weight_1000,2022,M2,LI46,3,64.7
seed_yield,2022,M2,LI47,1,3.089387755102041
oil_content,2022,M2,LI47,1,48.1
seed_weight_1000,2022,M2,LI47,1,56.5
seed_yield,2022,M2,LI47,2,3.254510204081633
oil_content,2022,M2,LI47,2,49.7
seed_weight_1000,2022,M2,LI47,2,60.3
seed_yield,2022,M2,LI47,3,4.325142857142858
oil_content,2022,M2,LI47,3,50.0
seed_weight_1000,2022,M2,LI47,3,58.1
seed_yield,2022,M2,LI48,1,3.813795918367347
oil_content,2022,M2,LI48,1,47.4
seed_weight_1000,2022,M2,LI48,1,58.9
seed_yield,2022,M2,LI48,2,3.5235
oil_content,2022,M2,LI48,2,47.5
seed_weight_1000,2022,M2,LI48,2,57.7
seed_yield,2022,M2,LI48,3,2.966877551020408
oil_content,2022,M2,LI48,3,48.3
seed_weight_1000,2022,M2,LI48,3,55.90000000000001
seed_yield,2022,M2,LI49,1,3.038785714285714
oil_content,2022,M2,LI49,1,49.2
seed_weight_1000,2022,M2,LI49,1,52.0
seed_yield,2022,M2,LI49,2,2.647285714285714
oil_content,2022,M2,LI49,2,50.1
seed_weight_1000,2022,M2,LI49,2,52.5
seed_yield,2022,M2,LI49,3,2.753816326530612
oil_content,2022,M2,LI49,3,49.2
seed_weight_1000,2022,M2,LI49,3,52.7
seed_yield,2022,M2,LI50,1,3.283806122448981
oil_content,2022,M2,LI50,1,46.2
seed_weight_1000,2022,M2,LI50,1,76.69999999999999
seed_yield,2022,M2,LI50,2,3.163959183673469
oil_content,2022,M2,LI50,2,46.7
seed_weight_1000,2022,M2,LI50,2,74.30000000000001
seed_yield,2022,M2,LI50,3,2.428897959183674
oil_content,2022,M2,LI50,3,45.2
seed_weight_1000,2022,M2,LI50,3,73.19999999999999
seed_yield,2022,M2,LI51,1,3.028132653061225
oil_content,2022,M2,LI51,1,47.6
seed_weight_1000,2022,M2,LI51,1,65.4
seed_yield,2022,M2,LI51,2,3.510183673469388
oil_content,2022,M2,LI51,2,49.4
seed_weight_1000,2022,M2,LI51,2,64.1
seed_yield,2022,M2,LI51,3,4.000224489795919
oil_content,2022,M2,LI51,3,49.3
seed_weight_1000,2022,M2,LI51,3,63.1
seed_yield,2022,M2,LI52,1,3.677969387755102
oil_content,2022,M2,LI52,1,49.6
seed_weight_1000,2022,M2,LI52,1,74.8
seed_yield,2022,M2,LI52,2,2.559397959183673
oil_content,2022,M2,LI52,2,49.2
seed_weight_1000,2022,M2,LI52,2,63.2
seed_yield,2022,M2,LI52,3,3.139989795918368
oil_content,2022,M2,LI52,3,48.4
seed_weight_1000,2022,M2,LI52,3,68.5
seed_yield,2022,M2,LI53,1,4.189316326530612
oil_content,2022,M2,LI53,1,50.7
seed_weight_1000,2022,M2,LI53,1,63.6
seed_yield,2022,M2,LI53,2,3.627367346938776
oil_content,2022,M2,LI53,2,50.3
seed_weight_1000,2022,M2,LI53,2,62.7
seed_yield,2022,M2,LI53,3,4.218612244897959
oil_content,2022,M2,LI53,3,48.3
seed_weight_1000,2022,M2,LI53,3,68.2
seed_yield,2022,M2,LI54,1,3.41430612244898
oil_content,2022,M2,LI54,1,46.6
seed_weight_1000,2022,M2,LI54,1,70.9
seed_yield,2022,M2,LI54,2,3.520836734693878
oil_content,2022,M2,LI54,2,47.4
seed_weight_1000,2022,M2,LI54,2,70.4
seed_yield,2022,M2,LI54,3,3.454255102040817
oil_content,2022,M2,LI54,3,43.7
seed_weight_1000,2022,M2,LI54,3,79.8
seed_yield,2022,M3,LI1,1,3.171948979591837
oil_content,2022,M3,LI1,1,48.7
seed_weight_1000,2022,M3,LI1,1,83.3
seed_yield,2022,M3,LI1,2,3.462244897959184
oil_content,2022,M3,LI1,2,46.0
seed_weight_1000,2022,M3,LI1,2,92.7
seed_yield,2022,M3,LI1,3,3.211897959183673
oil_content,2022,M3,LI1,3,46.0
seed_weight_1000,2022,M3,LI1,3,96.3
seed_yield,2022,M3,LI2,1,2.303724489795918
oil_content,2022,M3,LI2,1,51.2
seed_weight_1000,2022,M3,LI2,1,73.1
seed_yield,2022,M3,LI2,2,2.63130612244898
oil_content,2022,M3,LI2,2,49.7
seed_weight_1000,2022,M3,LI2,2,87.9
seed_yield,2022,M3,LI2,3,3.448928571428572
oil_content,2022,M3,LI2,3,50.2
seed_weight_1000,2022,M3,LI2,3,86.0
seed_yield,2022,M3,LI3,1,4.434336734693877
oil_content,2022,M3,LI3,1,49.1
seed_weight_1000,2022,M3,LI3,1,76.1
seed_yield,2022,M3,LI3,2,3.526163265306123
oil_content,2022,M3,LI3,2,47.8
seed_weight_1000,2022,M3,LI3,2,79.6
seed_yield,2022,M3,LI3,3,3.243857142857143
oil_content,2022,M3,LI3,3,50.2
seed_weight_1000,2022,M3,LI3,3,75.0
seed_yield,2022,M3,LI4,1,1.518061224489796
oil_content,2022,M3,LI4,1,50.3
seed_weight_1000,2022,M3,LI4,1,77.8
seed_yield,2022,M3,LI4,2,2.165234693877551
oil_content,2022,M3,LI4,2,49.4
seed_weight_1000,2022,M3,LI4,2,73.4
seed_yield,2022,M3,LI4,3,2.668591836734694
oil_content,2022,M3,LI4,3,49.5
seed_weight_1000,2022,M3,LI4,3,81.4
seed_yield,2022,M3,LI5,1,2.849693877551021
oil_content,2022,M3,LI5,1,51.2
seed_weight_1000,2022,M3,LI5,1,75.6
seed_yield,2022,M3,LI5,2,3.078734693877551
oil_content,2022,M3,LI5,2,52.7
seed_weight_1000,2022,M3,LI5,2,69.5
seed_yield,2022,M3,LI5,3,2.705877551020408
oil_content,2022,M3,LI5,3,50.0
seed_weight_1000,2022,M3,LI5,3,80.9
seed_yield,2022,M3,LI6,1,3.792489795918367
oil_content,2022,M3,LI6,1,50.6
seed_weight_1000,2022,M3,LI6,1,80.9
seed_yield,2022,M3,LI6,2,3.318428571428572
oil_content,2022,M3,LI6,2,51.1
seed_weight_1000,2022,M3,LI6,2,88.30000000000001
seed_yield,2022,M3,LI6,3,1.858959183673469
oil_content,2022,M3,LI6,3,43.2
seed_weight_1000,2022,M3,LI6,3,99.1
seed_yield,2022,M3,LI7,1,3.877714285714286
oil_content,2022,M3,LI7,1,53.3
seed_weight_1000,2022,M3,LI7,1,74.8
seed_yield,2022,M3,LI7,2,4.173336734693878
oil_content,2022,M3,LI7,2,54.2
seed_weight_1000,2022,M3,LI7,2,71.1
seed_yield,2022,M3,LI7,3,2.839040816326531
oil_content,2022,M3,LI7,3,47.6
seed_weight_1000,2022,M3,LI7,3,85.5
seed_yield,2022,M3,LI8,1,2.149255102040816
oil_content,2022,M3,LI8,1,50.3
seed_weight_1000,2022,M3,LI8,1,74.4
seed_yield,2022,M3,LI8,2,2.998836734693877
oil_content,2022,M3,LI8,2,50.4
seed_weight_1000,2022,M3,LI8,2,78.9
seed_yield,2022,M3,LI8,3,3.488877551020409
oil_content,2022,M3,LI8,3,48.8
seed_weight_1000,2022,M3,LI8,3,88.9
seed_yield,2022,M3,LI9,1,3.483551020408164
oil_content,2022,M3,LI9,1,49.0
seed_weight_1000,2022,M3,LI9,1,71.30000000000001
seed_yield,2022,M3,LI9,2,2.807081632653062
oil_content,2022,M3,LI9,2,51.4
seed_weight_1000,2022,M3,LI9,2,76.6
seed_yield,2022,M3,LI9,3,2.394275510204082
oil_content,2022,M3,LI9,3,46.0
seed_weight_1000,2022,M3,LI9,3,87.0
seed_yield,2022,M3,LI10,1,2.356989795918368
oil_content,2022,M3,LI10,1,48.7
seed_weight_1000,2022,M3,LI10,1,76.19999999999999
seed_yield,2022,M3,LI10,2,1.67519387755102
oil_content,2022,M3,LI10,2,45.6
seed_weight_1000,2022,M3,LI10,2,97.0
seed_yield,2022,M3,LI10,3,2.231816326530612
oil_content,2022,M3,LI10,3,47.5
seed_weight_1000,2022,M3,LI10,3,93.7
seed_yield,2022,M3,LI11,1,4.05615306122449
oil_content,2022,M3,LI11,1,50.6
seed_weight_1000,2022,M3,LI11,1,76.2
seed_yield,2022,M3,LI11,2,4.660714285714286
oil_content,2022,M3,LI11,2,49.9
seed_weight_1000,2022,M3,LI11,2,88.5
seed_yield,2022,M3,LI11,3,4.122734693877551
oil_content,2022,M3,LI11,3,48.3
seed_weight_1000,2022,M3,LI11,3,97.4
seed_yield,2022,M3,LI12,1,3.355714285714286
oil_content,2022,M3,LI12,1,48.1
seed_weight_1000,2022,M3,LI12,1,82.8
seed_yield,2022,M3,LI12,2,3.518173469387755
oil_content,2022,M3,LI12,2,45.3
seed_weight_1000,2022,M3,LI12,2,95.0
seed_yield,2022,M3,LI12,3,2.90295918367347
oil_content,2022,M3,LI12,3,43.8
seed_weight_1000,2022,M3,LI12,3,95.6
seed_yield,2022,M3,LI13,1,3.329081632653061
oil_content,2022,M3,LI13,1,51.5
seed_weight_1000,2022,M3,LI13,1,78.6
seed_yield,2022,M3,LI13,2,2.996173469387756
oil_content,2022,M3,LI13,2,51.9
seed_weight_1000,2022,M3,LI13,2,82.8
seed_yield,2022,M3,LI13,3,3.864397959183674
oil_content,2022,M3,LI13,3,51.2
seed_weight_1000,2022,M3,LI13,3,92.6
seed_yield,2022,M3,LI14,1,3.776510204081633
oil_content,2022,M3,LI14,1,50.7
seed_weight_1000,2022,M3,LI14,1,74.1
seed_yield,2022,M3,LI14,2,2.977530612244899
oil_content,2022,M3,LI14,2,51.1
seed_weight_1000,2022,M3,LI14,2,66.9
seed_yield,2022,M3,LI14,3,2.796428571428572
oil_content,2022,M3,LI14,3,47.2
seed_weight_1000,2022,M3,LI14,3,93.1
seed_yield,2022,M3,LI15,1,3.27315306122449
oil_content,2022,M3,LI15,1,51.0
seed_weight_1000,2022,M3,LI15,1,74.0
seed_yield,2022,M3,LI15,2,2.271765306122449
oil_content,2022,M3,LI15,2,49.2
seed_weight_1000,2022,M3,LI15,2,80.30000000000001
seed_yield,2022,M3,LI15,3,2.743163265306123
oil_content,2022,M3,LI15,3,48.2
seed_weight_1000,2022,M3,LI15,3,86.80000000000001
seed_yield,2022,M3,LI16,1,3.049438775510204
oil_content,2022,M3,LI16,1,51.2
seed_weight_1000,2022,M3,LI16,1,68.80000000000001
seed_yield,2022,M3,LI16,2,3.02280612244898
oil_content,2022,M3,LI16,2,48.9
seed_weight_1000,2022,M3,LI16,2,72.6
seed_yield,2022,M3,LI16,3,3.949622448979592
oil_content,2022,M3,LI16,3,49.7
seed_weight_1000,2022,M3,LI16,3,88.0
seed_yield,2022,M3,LI17,1,2.49015306122449
oil_content,2022,M3,LI17,1,49.6
seed_weight_1000,2022,M3,LI17,1,71.4
seed_yield,2022,M3,LI17,2,3.616714285714286
oil_content,2022,M3,LI17,2,50.6
seed_weight_1000,2022,M3,LI17,2,78.6
seed_yield,2022,M3,LI17,3,3.739224489795918
oil_content,2022,M3,LI17,3,49.4
seed_weight_1000,2022,M3,LI17,3,85.5
seed_yield,2022,M3,LI18,1,3.981581632653062
oil_content,2022,M3,LI18,1,49.0
seed_weight_1000,2022,M3,LI18,1,89.69999999999999
seed_yield,2022,M3,LI18,2,3.419632653061225
oil_content,2022,M3,LI18,2,50.2
seed_weight_1000,2022,M3,LI18,2,83.8
seed_yield,2022,M3,LI18,3,2.831051020408163
oil_content,2022,M3,LI18,3,47.4
seed_weight_1000,2022,M3,LI18,3,98.8
seed_yield,2022,M3,LI19,1,4.136051020408163
oil_content,2022,M3,LI19,1,52.5
seed_weight_1000,2022,M3,LI19,1,72.69999999999999
seed_yield,2022,M3,LI19,2,3.424959183673469
oil_content,2022,M3,LI19,2,49.5
seed_weight_1000,2022,M3,LI19,2,73.5
seed_yield,2022,M3,LI19,3,3.139989795918368
oil_content,2022,M3,LI19,3,49.5
seed_weight_1000,2022,M3,LI19,3,86.5
seed_yield,2022,M3,LI20,1,4.423683673469388
oil_content,2022,M3,LI20,1,51.0
seed_weight_1000,2022,M3,LI20,1,69.4
seed_yield,2022,M3,LI20,2,3.350387755102041
oil_content,2022,M3,LI20,2,49.0
seed_weight_1000,2022,M3,LI20,2,72.19999999999999
seed_yield,2022,M3,LI20,3,3.949622448979592
oil_content,2022,M3,LI20,3,47.5
seed_weight_1000,2022,M3,LI20,3,76.9
seed_yield,2022,M3,LI21,1,3.214561224489796
oil_content,2022,M3,LI21,1,47.4
seed_weight_1000,2022,M3,LI21,1,88.5
seed_yield,2022,M3,LI21,2,2.647285714285714
oil_content,2022,M3,LI21,2,43.7
seed_weight_1000,2022,M3,LI21,2,100.7
seed_yield,2022,M3,LI21,3,3.400989795918368
oil_content,2022,M3,LI21,3,45.4
seed_weight_1000,2022,M3,LI21,3,87.3
seed_yield,2022,M3,LI22,1,3.712591836734694
oil_content,2022,M3,LI22,1,48.2
seed_weight_1000,2022,M3,LI22,1,88.5
seed_yield,2022,M3,LI22,2,3.800479591836735
oil_content,2022,M3,LI22,2,45.3
seed_weight_1000,2022,M3,LI22,2,102.7
seed_yield,2022,M3,LI22,3,3.701938775510204
oil_content,2022,M3,LI22,3,46.2
seed_weight_1000,2022,M3,LI22,3,96.3
seed_yield,2022,M3,LI23,1,3.227877551020408
oil_content,2022,M3,LI23,1,47.5
seed_weight_1000,2022,M3,LI23,1,89.7
seed_yield,2022,M3,LI23,2,1.704489795918367
oil_content,2022,M3,LI23,2,47.9
seed_weight_1000,2022,M3,LI23,2,92.1
