mother,mother_long,seed_yield,oil_content,seed_weight_1000,plant_height,head_diameter,days_emergence_flowering
M1,VK101A,-0.005898825567963,1.1970649895178198,-5.792138364779873,1.740170573661146,0.2320437075154053,-1.147798742138363
M2,VA761A,0.0645981420870236,-0.8890985324947565,-5.125157232704396,-10.170721364589298,0.2102503017597321,-0.147798742138363
M3,VK934A,-0.0586993165190601,-0.3079664570230633,10.917295597484284,8.430550790928152,-0.442294009275141,1.2955974842767333
