mother,mother_long,father,Y,SCA,trait
M3,VK934A,LI51,50.3,0.8857442348008391,oil_content
M3,VK934A,LI52,49.76666666666666,0.3635220125786134,oil_content
M3,VK934A,LI53,50.36666666666666,0.6746331236897234,oil_content
M3,VK934A,LI54,45.74999999999999,-1.5253668763102797,oil_content
M3,VK934A,LI6,48.3,-0.8975890985324853,oil_content
M3,VK934A,LI7,50.99999999999999,0.891299790356392,oil_content
M3,VK934A,LI8,50.13333333333333,0.3968553459119519,oil_content
M3,VK934A,LI9,47.333333333333336,-0.1587002096436052,oil_content
M1,VK101A,LI1,71.6,-1.1745283018867951,seed_weight_1000
M1,VK101A,LI10,67.15,-3.607861635220118,seed_weight_1000
M1,VK101A,LI11,62.0,-3.274528301886789,seed_weight_1000
M1,VK101A,LI12,66.65,-2.374528301886784,seed_weight_1000
M1,VK101A,LI13,66.85,1.9254716981132127,seed_weight_1000
M1,VK101A,LI14,63.2,1.9754716981132103,seed_weight_1000
M1,VK101A,LI15,65.0,-0.0078616352201237,seed_weight_1000
M1,VK101A,LI16,53.65,-4.341194968553459,seed_weight_1000
M1,VK101A,LI17,55.8,-1.6745283018868022,seed_weight_1000
M1,VK101A,LI18,57.75,-4.274528301886789,seed_weight_1000
M1,VK101A,LI19,56.3,-0.9911949685534652,seed_weight_1000
M1,VK101A,LI2,59.3,-2.141194968553464,seed_weight_1000
M1,VK101A,LI20,55.1,6.067138364779872,seed_weight_1000
M1,VK101A,LI21,70.9,0.2754716981132077,seed_weight_1000
M1,VK101A,LI22,66.1,-1.9578616352201264,seed_weight_1000
M1,VK101A,LI23,81.69999999999999,8.09213836477987,seed_weight_1000
M1,VK101A,LI24,59.75,2.3588050314465363,seed_weight_1000
M1,VK101A,LI25,75.75,4.4088050314465335,seed_weight_1000
M1,VK101A,LI26,62.95,-3.757861635220124,seed_weight_1000
M1,VK101A,LI27,60.45,-2.474528301886778,seed_weight_1000
M1,VK101A,LI28,63.15,-2.124528301886791,seed_weight_1000
M1,VK101A,LI29,109.15,10.458805031446545,seed_weight_1000
M1,VK101A,LI3,56.45,3.275471698113208,seed_weight_1000
M1,VK101A,LI30,98.5,4.425471698113199,seed_weight_1000
M1,VK101A,LI31,64.9,2.5921383647798706,seed_weight_1000
M1,VK101A,LI32,57.85,-0.2245283018867923,seed_weight_1000
M1,VK101A,LI33,71.45,3.908805031446548,seed_weight_1000
M1,VK101A,LI34,67.3,-0.0578616352201208,seed_weight_1000
M1,VK101A,LI35,70.65,9.60880503144655,seed_weight_1000
M1,VK101A,LI36,67.0,0.1754716981131991,seed_weight_1000
M1,VK101A,LI38,54.5,2.575471698113205,seed_weight_1000
M1,VK101A,LI39,61.900000000000006,-0.2911949685534551,seed_weight_1000
M1,VK101A,LI4,56.9,-2.4578616352201195,seed_weight_1000
M1,VK101A,LI40,56.9,2.3421383647798706,seed_weight_1000
M1,VK101A,LI41,61.35,1.4921383647798834,seed_weight_1000
M1,VK101A,LI42,50.5,-0.6911949685534537,seed_weight_1000
M1,VK101A,LI43,51.4,-2.2245283018867923,seed_weight_1000
M1,VK101A,LI44,50.35,0.2254716981132105,seed_weight_1000
M1,VK101A,LI45,56.5,-5.524528301886789,seed_weight_1000
M1,VK101A,LI46,58.2,-4.457861635220127,seed_weight_1000
M1,VK101A,LI47,59.75,0.8254716981132191,seed_weight_1000
M1,VK101A,LI48,55.3,-0.6745283018868022,seed_weight_1000
M1,VK101A,LI49,56.7,4.675471698113213,seed_weight_1000
M1,VK101A,LI5,56.85,-1.2578616352201308,seed_weight_1000
M1,VK101A,LI50,70.9,-1.8911949685534493,seed_weight_1000
M1,VK101A,LI51,54.45,-3.857861635220132,seed_weight_1000
M1,VK101A,LI52,65.44999999999999,-1.124528301886798,seed_weight_1000
M1,VK101A,LI53,55.75,-4.641194968553464,seed_weight_1000
M1,VK101A,LI54,61.85,-4.2745283018867966,seed_weight_1000
M1,VK101A,LI6,59.45,-4.974528301886807,seed_weight_1000
M1,VK101A,LI7,61.85,3.0921383647798706,seed_weight_1000
M1,VK101A,LI8,58.95,2.458805031446545,seed_weight_1000
M1,VK101A,LI9,52.1,-7.591194968553459,seed_weight_1000
M2,VA761A,LI1,71.0,-2.441509433962267,seed_weight_1000
M2,VA761A,LI10,72.25,0.8251572327043988,seed_weight_1000
M2,VA761A,LI11,66.6,0.6584905660377274,seed_weight_1000
M2,VA761A,LI12,71.85,2.158490566037728,seed_weight_1000
M2,VA761A,LI13,63.45,-2.141509433962256,seed_weight_1000
M2,VA761A,LI14,64.25,2.35849056603773,seed_weight_1000
M2,VA761A,LI15,67.0,1.3251572327043988,seed_weight_1000
M2,VA761A,LI16,61.2,2.541823899371068,seed_weight_1000
M2,VA761A,LI17,56.75,-1.3915094339622769,seed_weight_1000
M2,VA761A,LI18,61.4,-1.2915094339622684,seed_weight_1000
M2,VA761A,LI19,55.55,-2.4081761006289426,seed_weight_1000
M2,VA761A,LI2,65.85,3.741823899371056,seed_weight_1000
M2,VA761A,LI20,54.55,4.85015723270439,seed_weight_1000
M2,VA761A,LI21,70.30000000000001,-0.991509433962264,seed_weight_1000
M2,VA761A,LI22,70.94999999999999,2.2251572327043903,seed_weight_1000
M2,VA761A,LI23,67.75,-6.524842767295596,seed_weight_1000
