hybrid,seed_yield,oil_content,seed_weight_1000,oil_yield,plant_height,head_diameter
VA761A_LI5,2.954557499526588,51.36277715922138,57.97557836072241,1.5175427845229046,140.85907488009065,17.897019489190388
VA761A_LI50,3.2931261718170366,47.032333106752304,74.26091288989772,1.5488340707546289,169.01495474676108,18.131352644503213
VA761A_LI51,3.3033949807892715,48.32060140909973,64.2847443435101,1.5962203216353903,164.9229912660299,18.92047455213785
VA761A_LI52,3.1333555851607944,48.118824446081454,69.71318918656853,1.507733873295011,155.16570129707327,17.37427629656947
VA761A_LI53,3.6084390120233065,48.522378372118006,63.13180030604634,1.7509004307410654,160.36755651177327,19.41317503253918
VA761A_LI54,3.1578195124181776,46.84607744858158,69.42495317720261,1.4793145744738407,148.24412372534465,17.754817318017647
VA761A_LI6,3.880864473580831,48.63102750605092,64.50892790635025,1.887304269619652,156.02556247558758,18.95452295932006
VA761A_LI7,2.755221795947912,49.06562404178258,61.41839736148217,1.3518667679170526,147.15252691006765,18.42784905241451
VA761A_LI8,3.08774999237234,48.73967663998384,53.97230045286216,1.5049593617334045,147.38426254683037,18.37970573218518
VA761A_LI9,2.799317269769861,46.90816266797182,64.28474434351007,1.313108298496274,141.29815292869364,17.42234463612082
VK101A_LI1,2.8150225070215145,47.59110008126444,71.53868391255278,1.3397001786267282,159.8674954008642,18.83435211044169
VK101A_LI10,2.664312634164303,50.75744627016656,67.24716999532664,1.3523370537552055,145.01202142312778,16.406900963098575
VK101A_LI11,3.127315109294774,51.61111803678234,62.29911850121141,1.6140422924402542,161.27010583390174,17.96311345607349
VK101A_LI12,3.548034253363101,48.553420981813126,66.76677664638342,1.7226920076143168,181.0530112459613,18.95452295932006
VK101A_LI13,2.8754272656817195,50.33837103928246,66.95893398596071,1.4474432459635582,166.41097798629576,18.42376837677392
VK101A_LI14,3.5724981806204847,50.3228497344349,63.45206253867517,1.7977828911990672,176.3939052857845,19.401157947651345
VK101A_LI15,2.876635360854924,49.85721058900812,65.16546548323933,1.4342101497393127,162.64222473578627,18.636070209792376
VK101A_LI16,3.5866932989056326,51.37829846406893,64.22069189698433,1.842781988102496,169.2161988523708,19.757664799323845
VK101A_LI17,3.368934143935594,52.24749153553227,56.34224097431544,1.760183581690406,174.3875625359178,19.525334491492323
VK101A_LI18,3.5291577662817875,52.48031110824567,58.21577503519403,1.852112975245496,174.0460573870043,19.15881340241329
VK101A_LI19,3.6214260351352494,52.464789803398105,56.83864743489016,1.8999735572192435,177.5403868571369,19.146796317525453
VK101A_LI2,3.263829863866837,52.72865198580661,59.72100752854942,1.7209734903271707,157.3062067840131,18.29358329048901
VK101A_LI20,2.841298577038704,50.66431844108121,55.68570339742634,1.4395245589327983,180.33950941698137,18.16740389916672
VK101A_LI21,3.554980800609025,50.02794494233128,70.8821463356637,1.7784838376391303,172.3995147047429,18.113327017171457
VK101A_LI22,3.138489989646912,49.99690233263616,66.206317739283,1.5691477748433291,162.73979763547584,17.48843860300392
VK101A_LI23,3.481286995043575,49.90377450355079,81.2586426728374,1.737293611827985,167.31352730842426,18.42577122425522
